Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
"Wolf, Halvorson and Koepp",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Kevin Anderson,2024-01-03,Custom solution,Qualified,2,,,6936,40,2024-03-09,,2024,2024-01,66,,False,False,False,False,False,Medium (201-500)
"Boehm, Satterfield and Quigley",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Michael Brown,2024-01-29,SAAS,Qualified,2,,,7679,20,2024-04-03,,2024,2024-01,65,,False,False,False,False,True,Medium (201-500)
Marquardt-Bergnaum,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Jessica Martinez,2024-01-09,Services,Qualified,2,,,3169,50,2024-11-21,,2024,2024-01,317,,False,False,False,False,False,Medium (201-500)
"Bashirian, Wiegand and Jerde",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Emily Johnson,2024-02-06,Custom solution,Qualified,2,,,1182,10,2024-05-17,,2024,2024-02,101,,False,False,False,False,False,Medium (201-500)
"Beatty, Baumbach and Lubowitz",Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Sarah Davis,2024-02-06,Services,Qualified,2,,,3183,50,2024-07-06,,2024,2024-02,151,,False,False,False,False,False,Medium (201-500)
"Pouros, Boyle and Ullrich",Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Sarah Davis,2024-05-01,Services,Qualified,2,,,4996,40,2025-01-03,,2024,2024-05,247,,False,False,False,False,False,Medium (201-500)
Brakus-Metz,France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Michael Brown,2024-02-27,Custom solution,Qualified,2,,,7982,20,2024-07-14,,2024,2024-02,138,,False,False,False,False,False,Medium (201-500)
Dibbert Group,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-02-05,Custom solution,Qualified,2,,,2860,40,2024-10-18,,2024,2024-02,256,,False,False,False,False,False,Medium (201-500)
Weimann-Will,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,2024-04-01,SAAS,Qualified,2,,,2517,20,2024-12-02,,2024,2024-04,245,,False,False,False,False,True,Medium (201-500)
Weimann-Dibbert,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),David Wilson,2024-02-25,SAAS,Qualified,2,,,7513,40,2024-12-05,,2024,2024-02,284,,False,False,False,False,True,Medium (201-500)
Hettinger-Gleason,Italy,41.902782,12.496366,Education & Science,Medium (201-500),Jessica Martinez,2024-04-15,SAAS,Qualified,2,,,1920,40,2024-10-14,,2024,2024-04,182,,False,False,False,False,True,Medium (201-500)
Ritchie and Sons,Spain,40.416775,-3.70379,Banking and Finance,Medium (201-500),Laura Thompson,2024-01-02,Custom solution,Qualified,2,,,7974,60,2024-10-09,,2024,2024-01,281,,False,False,False,False,False,Medium (201-500)
"Mann, Erdman and O'Keefe",France,48.864716,2.349014,Banking and Finance,Medium (201-500),Laura Thompson,2024-05-01,SAAS,Qualified,2,,,7600,40,2024-07-06,,2024,2024-05,66,,False,False,False,False,True,Medium (201-500)
"Herzog, Legros and Wuckert",Spain,40.416775,-3.70379,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2024-02-06,SAAS,Qualified,2,,,294,40,2024-12-21,,2024,2024-02,319,,False,False,False,False,True,Medium (201-500)
"Schuster, Spencer and Gerhold",Belgium,51.260197,4.402771,Retail & Distribution,Medium (201-500),Michael Brown,2024-02-26,Services,Qualified,2,,,6756,60,2024-03-21,,2024,2024-02,24,,False,False,False,False,False,Medium (201-500)
"Hodkiewicz, Toy and Konopelski",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-04-19,Custom solution,Qualified,2,,,6193,40,2024-06-22,,2024,2024-04,64,,False,False,False,False,False,Medium (201-500)
Larkin-Little,Switzerland,46.204391,6.143158,Manufacturing & Production,Medium (201-500),Kevin Anderson,2024-02-05,Custom solution,Qualified,2,,,497,100,2024-04-29,,2024,2024-02,84,,False,False,False,False,False,Medium (201-500)
Schmidt LLC,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),David Wilson,2024-02-28,SAAS,Qualified,2,,,1304,20,2024-10-08,,2024,2024-02,223,,False,False,False,False,True,Medium (201-500)
Murray-Watsica,Italy,41.902782,12.496366,Construction & Engineering,Medium (201-500),Kevin Anderson,2024-03-08,Services,Qualified,2,,,3809,90,2024-04-26,,2024,2024-03,49,,False,False,False,False,False,Medium (201-500)
Boyer Group,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Michael Brown,2024-01-30,Services,Qualified,2,,,310,40,2024-03-18,,2024,2024-01,48,,False,False,False,False,False,Medium (201-500)
"Stroman, Block and Koepp",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,2024-02-14,Services,Qualified,2,,,1032,60,2024-08-28,,2024,2024-02,196,,False,False,False,False,False,Medium (201-500)
Johnson and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),David Wilson,2024-05-24,SAAS,Qualified,2,,,6064,60,2025-03-07,,2024,2024-05,287,,False,False,False,False,True,Medium (201-500)
Mueller-Conn,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Jessica Martinez,2024-03-23,Services,Qualified,2,,,6973,30,2024-07-11,,2024,2024-03,110,,False,False,False,False,False,Medium (201-500)
Balistreri-Schultz,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Michael Brown,2024-01-28,SAAS,Qualified,2,,,2036,60,2024-08-22,,2024,2024-01,207,,False,False,False,False,True,Medium (201-500)
Cruickshank Group,Spain,40.416775,-3.70379,IT & IT Services,Medium (201-500),Laura Thompson,2024-01-21,Services,Qualified,2,,,6005,100,2024-09-29,,2024,2024-01,252,,False,False,False,False,False,Medium (201-500)
Homenick Group,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),David Wilson,2024-01-15,SAAS,Qualified,2,,,5627,20,2024-03-15,,2024,2024-01,60,,False,False,False,False,True,Medium (201-500)
Muller LLC,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,2024-01-09,Custom solution,Qualified,2,,,6932,100,2024-06-03,,2024,2024-01,146,,False,False,False,False,False,Medium (201-500)
Schuster LLC,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,2024-01-21,Services,Qualified,2,,,6150,50,2024-11-09,,2024,2024-01,293,,False,False,False,False,False,Medium (201-500)
"Dare, Tillman and Becker",France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-16,SAAS,Qualified,2,,,1581,30,2024-11-07,,2024,2024-03,236,,False,False,False,False,True,Medium (201-500)
"Nolan, Maggio and Hoeger",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Sarah Davis,2024-03-24,Services,Qualified,2,,,471,50,2024-06-02,,2024,2024-03,70,,False,False,False,False,False,Medium (201-500)
Hermiston-Bergstrom,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),Laura Thompson,2024-01-22,SAAS,Qualified,2,,,1243,40,2024-09-24,,2024,2024-01,246,,False,False,False,False,True,Medium (201-500)
Bradtke and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Michael Brown,2024-03-10,Services,Qualified,2,,,580,40,2024-10-14,,2024,2024-03,218,,False,False,False,False,False,Medium (201-500)
Cruickshank and Sons,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-02-04,Services,Qualified,2,,,4648,70,2024-09-02,,2024,2024-02,211,,False,False,False,False,False,Medium (201-500)
Wolff Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,2024-05-02,SAAS,Qualified,2,,,1296,60,2025-02-24,,2024,2024-05,298,,False,False,False,False,True,Medium (201-500)
Lockman-O'Connell,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-03-08,Services,Qualified,2,,,4501,30,2024-05-27,,2024,2024-03,80,,False,False,False,False,False,Medium (201-500)
Stehr-Maggio,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Kevin Anderson,2024-02-15,Services,Qualified,2,,,374,20,2024-08-27,,2024,2024-02,194,,False,False,False,False,False,Medium (201-500)
Schaefer-O'Keefe,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,2024-03-10,Services,Qualified,2,,,1614,50,2024-10-23,,2024,2024-03,227,,False,False,False,False,False,Medium (201-500)
Rempel-Greenfelder,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Michael Brown,2024-02-14,SAAS,Qualified,2,,,5847,60,2024-12-22,,2024,2024-02,312,,False,False,False,False,True,Medium (201-500)
Berge Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,2024-04-07,Services,Qualified,2,,,1232,20,2024-11-29,,2024,2024-04,236,,False,False,False,False,False,Medium (201-500)
Powlowski-Simonis,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Michael Brown,2024-03-20,Services,Qualified,2,,,6728,40,2024-04-14,,2024,2024-03,25,,False,False,False,False,False,Medium (201-500)
Prohaska-Kuvalis,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Michael Brown,2024-03-09,Services,Qualified,2,,,5807,40,2025-02-26,,2024,2024-03,354,,False,False,False,False,False,Medium (201-500)
Brakus-Simonis,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Jessica Martinez,2024-03-25,SAAS,Qualified,2,,,5401,40,2024-04-25,,2024,2024-03,31,,False,False,False,False,True,Medium (201-500)
"Tillman, VonRueden and Ondricka",Spain,40.416775,-3.70379,Construction & Engineering,Medium (201-500),Michael Brown,2024-01-15,Services,Qualified,2,,,1613,30,2024-06-21,,2024,2024-01,158,,False,False,False,False,False,Medium (201-500)
Batz Inc,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Kevin Anderson,2024-05-09,Services,Qualified,2,,,7169,50,2025-03-08,,2024,2024-05,303,,False,False,False,False,False,Medium (201-500)
Medhurst and Sons,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-01-27,Custom solution,Qualified,2,,,1803,20,2024-12-24,,2024,2024-01,332,,False,False,False,False,False,Medium (201-500)
Schoen Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Michael Brown,2024-02-09,SAAS,Qualified,2,,,663,10,2024-05-28,,2024,2024-02,109,,False,False,False,False,True,Medium (201-500)
Toy-Grady,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Laura Thompson,2024-05-19,Services,Qualified,2,,,885,70,2025-01-29,,2024,2024-05,255,,False,False,False,False,False,Medium (201-500)
Keeling and Sons,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2024-01-27,Services,Qualified,2,,,7571,40,2024-05-25,,2024,2024-01,119,,False,False,False,False,False,Medium (201-500)
Gusikowski and Sons,Italy,41.902782,12.496366,Agriculture & Mining,Medium (201-500),John Smith,2024-04-27,Services,Qualified,2,,,5058,30,2025-04-22,,2024,2024-04,360,,False,False,False,False,False,Medium (201-500)
"Bahringer, Jerde and Dibbert",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,2024-01-15,SAAS,Qualified,2,,,4828,60,2024-07-16,,2024,2024-01,183,,False,False,False,False,True,Medium (201-500)
Murray-Koepp,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Jessica Martinez,2024-05-16,Services,Qualified,2,,,5923,80,2025-03-30,,2024,2024-05,318,,False,False,False,False,False,Medium (201-500)
Erdman-Beahan,France,48.864716,2.349014,Telecommunications,Medium (201-500),Emily Johnson,2024-05-14,Services,Qualified,2,,,2433,30,2024-08-27,,2024,2024-05,105,,False,False,False,False,False,Medium (201-500)
Hayes LLC,Netherlands,52.370216,4.895168,Energy & Utilities,Medium (201-500),Laura Thompson,2024-01-13,SAAS,Qualified,2,,,7461,40,2025-01-01,,2024,2024-01,354,,False,False,False,False,True,Medium (201-500)
"Kutch, Bauch and Heathcote",France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-03-26,SAAS,Qualified,2,,,3504,70,2025-03-08,,2024,2024-03,347,,False,False,False,False,True,Medium (201-500)
Heathcote-Hettinger,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-25,SAAS,Qualified,2,,,7764,40,2024-09-16,,2024,2024-03,175,,False,False,False,False,True,Medium (201-500)
Powlowski-Kuhlman,Spain,40.416775,-3.70379,Telecommunications,Medium (201-500),Michael Brown,2024-01-23,Services,Qualified,2,,,2029,40,2024-12-16,,2024,2024-01,328,,False,False,False,False,False,Medium (201-500)
"Wyman, Becker and Mueller",France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Emily Johnson,2024-01-28,Custom solution,Qualified,2,,,3810,40,2024-12-28,,2024,2024-01,335,,False,False,False,False,False,Medium (201-500)
Rosenbaum-Conn,Spain,40.416775,-3.70379,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-03-08,Services,Qualified,2,,,6263,40,2025-02-03,,2024,2024-03,332,,False,False,False,False,False,Medium (201-500)
Rolfson-Kub,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),Michael Brown,2024-03-25,SAAS,Qualified,2,,,5414,50,2024-10-03,,2024,2024-03,192,,False,False,False,False,True,Medium (201-500)
Fahey-Zulauf,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),John Smith,2024-04-15,Services,Qualified,2,,,2200,50,2025-03-30,,2024,2024-04,349,,False,False,False,False,False,Medium (201-500)
Brakus Group,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Michael Brown,2024-02-14,SAAS,Qualified,2,,,3651,70,2024-09-30,,2024,2024-02,229,,False,False,False,False,True,Medium (201-500)
"Fay, Barrows and Walter",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,2024-01-19,Services,Qualified,2,,,7926,70,2024-05-12,,2024,2024-01,114,,False,False,False,False,False,Medium (201-500)
Jerde Group,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,2024-05-19,SAAS,Qualified,2,,,4444,100,2024-07-24,,2024,2024-05,66,,False,False,False,False,True,Medium (201-500)
Quigley LLC,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Jessica Martinez,2024-04-06,Custom solution,Qualified,2,,,7369,50,2025-04-02,,2024,2024-04,361,,False,False,False,False,False,Medium (201-500)
"Daugherty, Bednar and Ebert",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-01-29,Services,Qualified,2,,,3710,50,2025-01-17,,2024,2024-01,354,,False,False,False,False,False,Medium (201-500)
Ondricka and Sons,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Jessica Martinez,2024-01-22,SAAS,Qualified,2,,,7763,30,2024-11-15,,2024,2024-01,298,,False,False,False,False,True,Medium (201-500)
Towne-Kuhlman,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,2024-04-23,Services,Qualified,2,,,6622,50,2024-12-17,,2024,2024-04,238,,False,False,False,False,False,Medium (201-500)
Feest-Beahan,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-04-18,Custom solution,Qualified,2,,,2546,20,2024-08-10,,2024,2024-04,114,,False,False,False,False,False,Medium (201-500)
Roob and Sons,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Emily Johnson,2024-01-06,SAAS,Qualified,2,,,2304,20,2024-01-26,,2024,2024-01,20,,False,False,False,False,True,Medium (201-500)
Monahan Group,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Emily Johnson,2024-02-27,SAAS,Qualified,2,,,7126,80,2025-02-04,,2024,2024-02,343,,False,False,False,False,True,Medium (201-500)
Will Inc,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-04-05,SAAS,Qualified,2,,,1460,20,2024-10-13,,2024,2024-04,191,,False,False,False,False,True,Medium (201-500)
"Balistreri, Keeling and Prohaska",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Emily Johnson,2024-05-06,SAAS,Qualified,2,,,4046,20,2025-02-03,,2024,2024-05,273,,False,False,False,False,True,Medium (201-500)
Thiel-Wilderman,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Kevin Anderson,2024-04-23,SAAS,Qualified,2,,,4782,50,2025-01-06,,2024,2024-04,258,,False,False,False,False,True,Medium (201-500)
Gleason Inc,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,2024-05-29,Custom solution,Qualified,2,,,3974,50,2025-03-02,,2024,2024-05,277,,False,False,False,False,False,Medium (201-500)
"Bailey, Wehner and Schimmel",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,2024-05-04,SAAS,Qualified,2,,,6936,30,2024-09-17,,2024,2024-05,136,,False,False,False,False,True,Medium (201-500)
Zulauf-Kemmer,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,2024-05-02,Custom solution,Qualified,2,,,7662,50,2024-08-04,,2024,2024-05,94,,False,False,False,False,False,Medium (201-500)
Torphy-Weissnat,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Michael Brown,2024-02-24,SAAS,Qualified,2,,,7867,10,2025-01-19,,2024,2024-02,330,,False,False,False,False,True,Medium (201-500)
Wyman-Luettgen,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Michael Brown,2024-03-11,SAAS,Qualified,2,,,7425,30,2024-10-13,,2024,2024-03,216,,False,False,False,False,True,Medium (201-500)
"Kihn, Corkery and Dach",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-02-13,Custom solution,Qualified,2,,,6734,30,2024-12-11,,2024,2024-02,302,,False,False,False,False,False,Medium (201-500)
Braun LLC,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Jessica Martinez,2024-01-23,Custom solution,Qualified,2,,,1252,90,2025-01-19,,2024,2024-01,362,,False,False,False,False,False,Medium (201-500)
"Bailey, Ratke and Miller",Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Michael Brown,2024-04-20,Custom solution,Qualified,2,,,3722,20,2024-05-24,,2024,2024-04,34,,False,False,False,False,False,Medium (201-500)
Becker-Heaney,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),David Wilson,2024-03-06,Services,Qualified,2,,,4195,100,2024-06-20,,2024,2024-03,106,,False,False,False,False,False,Medium (201-500)
"O'Hara, Stark and Kunde",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-18,Services,Qualified,2,,,471,10,2024-12-28,,2024,2024-03,285,,False,False,False,False,False,Medium (201-500)
Twimm,Belgium,51.260197,4.402771,Recreation & Sports,Large (501-1000),Jessica Martinez,2024-04-23,Custom solution,Qualified,2,,,6401,30,2024-11-14,,2024,2024-04,205,,False,False,False,False,False,Large (501-1000)
Bubbletube,France,48.864716,2.349014,Retail & Distribution,Large (501-1000),Laura Thompson,2024-02-15,Custom solution,Qualified,2,,,3509,50,2025-01-03,,2024,2024-02,323,,False,False,False,False,False,Large (501-1000)
"O'Conner, Bradtke and Hilll",Netherlands,52.370216,4.895168,Recreation & Sports,Large (501-1000),John Smith,2024-04-16,Services,Qualified,2,,,15613,20,2025-03-17,,2024,2024-04,335,,False,False,False,False,False,Large (501-1000)
Dietrich-Murphy,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Large (501-1000),Emily Johnson,2024-03-09,SAAS,Qualified,2,,,17391,50,2024-04-26,,2024,2024-03,48,,False,False,False,False,True,Large (501-1000)
"Price, Huels and Olson",France,48.864716,2.349014,IT & IT Services,Large (501-1000),Michael Brown,2024-03-31,Custom solution,Qualified,2,,,8728,50,2024-12-06,,2024,2024-03,250,,False,False,False,False,False,Large (501-1000)
Rolfson Inc,Spain,40.416775,-3.70379,Transportation & Logistics,Large (501-1000),Laura Thompson,2024-03-10,SAAS,Qualified,2,,,19944,30,2024-10-29,,2024,2024-03,233,,False,False,False,False,True,Large (501-1000)
"Sipes, Pollich and Hilll",Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),John Smith,2024-01-05,Services,Qualified,2,,,16407,20,2024-08-07,,2024,2024-01,215,,False,False,False,False,False,Large (501-1000)
Rempel-Brekke,Italy,41.902782,12.496366,Banking and Finance,Large (501-1000),Laura Thompson,2024-04-14,Custom solution,Qualified,2,,,9178,30,2024-10-16,,2024,2024-04,185,,False,False,False,False,False,Large (501-1000)
Osinski-Wilderman,Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),Michael Brown,2024-05-12,Custom solution,Qualified,2,,,18690,20,2024-11-21,,2024,2024-05,193,,False,False,False,False,False,Large (501-1000)
McDermott-Mayer,France,48.864716,2.349014,Entertainment & Media & Hospitality,Large (501-1000),Jessica Martinez,2024-05-26,SAAS,Qualified,2,,,11651,10,2025-03-24,,2024,2024-05,302,,False,False,False,False,True,Large (501-1000)
Ailane,Germany,52.520008,13.404954,Banking and Finance,Enterprise (1001+),Kevin Anderson,2024-03-04,SAAS,Qualified,2,,,18590,100,2024-06-05,,2024,2024-03,93,,False,False,False,False,True,Enterprise (1001+)
Gabspot,Germany,52.520008,13.404954,Manufacturing & Production,Enterprise (1001+),John Smith,2024-01-20,SAAS,Qualified,2,,,3572,20,2024-10-08,,2024,2024-01,262,,False,False,False,False,True,Enterprise (1001+)
Abernathy-Collins,Belgium,51.260197,4.402771,Transportation & Logistics,Enterprise (1001+),Emily Johnson,2024-05-24,Services,Qualified,2,,,18831,30,2024-10-22,,2024,2024-05,151,,False,False,False,False,False,Enterprise (1001+)
Reynolds and Sons,Belgium,51.260197,4.402771,Telecommunications,Enterprise (1001+),Jessica Martinez,2024-01-18,Services,Qualified,2,,,11323,60,2024-05-18,,2024,2024-01,121,,False,False,False,False,False,Enterprise (1001+)
Klein Inc,Spain,40.416775,-3.70379,Transportation & Logistics,Enterprise (1001+),Jessica Martinez,2024-05-23,Services,Qualified,2,,,6239,100,2025-04-27,,2024,2024-05,339,,False,False,False,False,False,Enterprise (1001+)
"Pollich, Dietrich and Becker",Portugal,38.736946,-9.142685,Education & Science,Enterprise (1001+),Emily Johnson,2024-03-23,Custom solution,Qualified,2,,,4196,10,2025-01-22,,2024,2024-03,305,,False,False,False,False,False,Enterprise (1001+)
Farrell-Rippin,Netherlands,52.370216,4.895168,Telecommunications,Enterprise (1001+),Jessica Martinez,2024-05-06,Custom solution,Qualified,2,,,4265,40,2025-03-24,,2024,2024-05,322,,False,False,False,False,False,Enterprise (1001+)
"Funk, Conroy and Hudson",Netherlands,52.370216,4.895168,Telecommunications,Enterprise (1001+),Emily Johnson,2024-02-08,Custom solution,Qualified,2,,,19873,30,2024-12-31,,2024,2024-02,327,,False,False,False,False,False,Enterprise (1001+)
Tillman and Sons,Italy,41.902782,12.496366,Telecommunications,Enterprise (1001+),Jessica Martinez,2024-03-09,Services,Qualified,2,,,13179,90,2024-07-05,,2024,2024-03,118,,False,False,False,False,False,Enterprise (1001+)
Mills-Graham,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Enterprise (1001+),Michael Brown,2024-03-18,Custom solution,Qualified,2,,,19826,30,2025-01-02,,2024,2024-03,290,,False,False,False,False,False,Enterprise (1001+)
"D'Amore, Kihn and Pfeffer",Italy,41.902782,12.496366,Government Administration Healthcare,Enterprise (1001+),John Smith,2024-01-07,Custom solution,Qualified,2,,,13457,20,2024-06-25,,2024,2024-01,170,,False,False,False,False,False,Enterprise (1001+)
Twitterlist,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Jessica Martinez,2024-05-21,SAAS,Sales Accepted,4,,,388,20,2025-04-17,,2024,2024-05,331,,False,False,False,False,True,Small (11-200)
Rhynyx,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Laura Thompson,2024-03-12,SAAS,Sales Accepted,4,,,826,50,2024-09-12,,2024,2024-03,184,,False,False,False,False,True,Small (11-200)
Gevee,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Michael Brown,2024-05-15,SAAS,Sales Accepted,4,,,465,100,2024-11-07,,2024,2024-05,176,,False,False,False,False,True,Small (11-200)
Jaxbean,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),David Wilson,2024-02-19,SAAS,Sales Accepted,4,,,1869,30,2024-11-21,,2024,2024-02,276,,False,False,False,False,True,Small (11-200)
Fanoodle,Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),Laura Thompson,2024-01-08,Services,Sales Accepted,4,,,1673,40,2024-06-20,,2024,2024-01,164,,False,False,False,False,False,Small (11-200)
Browseblab,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,2024-01-30,Services,Sales Accepted,4,,,1064,90,2024-02-20,,2024,2024-01,21,,False,False,False,False,False,Small (11-200)
Browsedrive,Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Laura Thompson,2024-05-02,SAAS,Sales Accepted,4,,,697,30,2024-10-15,,2024,2024-05,166,,False,False,False,False,True,Small (11-200)
Shufflester,Spain,40.416775,-3.70379,Banking and Finance,Small (11-200),Jessica Martinez,2024-01-09,SAAS,Sales Accepted,4,,,1099,50,2024-01-30,,2024,2024-01,21,,False,False,False,False,True,Small (11-200)
Katz,Switzerland,46.204391,6.143158,Telecommunications,Small (11-200),David Wilson,2024-02-12,Custom solution,Sales Accepted,4,,,1422,30,2025-01-16,,2024,2024-02,339,,False,False,False,False,False,Small (11-200)
Flipstorm,Spain,40.416775,-3.70379,Education & Science,Small (11-200),John Smith,2024-05-09,Custom solution,Sales Accepted,4,,,840,50,2024-08-16,,2024,2024-05,99,,False,False,False,False,False,Small (11-200)
Zoonoodle,Italy,41.902782,12.496366,Education & Science,Small (11-200),Laura Thompson,2024-03-21,Services,Sales Accepted,4,,,1058,40,2024-06-27,,2024,2024-03,98,,False,False,False,False,False,Small (11-200)
JumpXS,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),Kevin Anderson,2024-01-06,Services,Sales Accepted,4,,,1598,30,2024-03-17,,2024,2024-01,71,,False,False,False,False,False,Small (11-200)
Edgeify,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-02-16,SAAS,Sales Accepted,4,,,669,20,2024-07-18,,2024,2024-02,153,,False,False,False,False,True,Small (11-200)
Kwimbee,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Small (11-200),Kevin Anderson,2024-02-15,Services,Sales Accepted,4,,,1790,20,2024-03-21,,2024,2024-02,35,,False,False,False,False,False,Small (11-200)
Rhyzio,Portugal,38.736946,-9.142685,Construction & Engineering,Small (11-200),Michael Brown,2024-02-22,SAAS,Sales Accepted,4,,,1472,30,2024-10-20,,2024,2024-02,241,,False,False,False,False,True,Small (11-200)
Wordtune,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Jessica Martinez,2024-01-12,SAAS,Sales Accepted,4,,,931,50,2024-08-10,,2024,2024-01,211,,False,False,False,False,True,Small (11-200)
Skyble,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Jessica Martinez,2024-04-19,Services,Sales Accepted,4,,,1715,80,2024-05-28,,2024,2024-04,39,,False,False,False,False,False,Small (11-200)
